+1	1	1065.3145160675049	-1	1455.4763165712393
+1	1	622.6136655807495	-1	3041.5880780732296
+1	1	2074.4626655578613	-1	900.8738315209848
+1	1	3729.027349472046	-1	1258.0248451821444
-1	1	2788.472046852112	-1	2258.4909026940586
-1	1	3495.4309101104736	-1	1649.6323528514513
+1	1	6316.910003662109	-1	1538.1755528804679
-1	1	5550.437487602234	-1	2787.1758216047374
-1	1	4273.50430393219	-1	2845.946248829543
+1	1	4672.739654541016	-1	3312.577162530273
+1	1	2607.766909599304	-1	3128.1038693041246
-1	1	3626.1198291778564	-1	2450.116044940729
-1	1	4909.769645690918	-1	3531.289990021036
-1	1	2117.5824661254883	-1	3172.10127927742
+1	1	2617.5826625823975	-1	3108.977001337412
+1	1	5216.004211425781	-1	3938.4102725401453
+1	1	5002.4123611450195	-1	1672.7836423440076
+1	1	4258.628345489502	-1	2400.001395372399
+1	1	3103.1049365997314	-1	1865.5647557482325
+1	1	5541.617069244385	-1	1297.1639402030423
-1	1	5288.486099243164	-1	3310.5534837563755
+1	1	7004.278504371643	-1	2066.115076199303
+1	1	5610.702668190002	-1	1265.5561340247596
-1	1	5972.102696418762	-1	1418.0125377412187
+1	1	5178.549258232117	-1	1946.5477707387236
+1	1	5541.747727394104	-1	2546.1561758504395
+1	1	3560.2794189453125	-1	1893.46825069871
+1	1	7971.184270858765	-1	2804.1174354573122
+1	1	6975.0223598480225	-1	1659.0029410776951
+1	1	5507.25309753418	-1	1989.2968549120396
+1	1	7425.877658843994	-1	3358.5915948705224
+1	1	9555.225502967834	-1	4408.810338152696
-1	1	6857.614127159119	-1	4363.4868068975775
+1	1	7206.428013801575	-1	4831.743314048475
+1	1	7259.945023536682	-1	1758.2062074216774
-1	1	5779.044529914856	-1	4245.033331052517
+1	1	6418.783265113831	-1	3174.1408203218234
+1	1	4440.0284032821655	-1	3139.2582524186037
-1	1	3156.0258073806763	-1	3337.273902178975
+1	1	5049.706298828125	-1	2568.266758695365
-1	1	4691.379398345947	-1	3508.3268134943846
-1	1	1975.5449237823486	-1	2322.103984251735
+1	1	5689.754181861877	-1	2882.087473513572
+1	1	3402.098114967346	-1	2405.695050878594
-1	1	1609.9193420410156	-1	2356.2230504761683
-1	1	4583.346650123596	-1	1502.7156610490129
+1	1	2707.1393127441406	-1	1184.9036771077735
-1	1	1494.478367805481	-1	4096.470744614489
-1	1	4302.355442047119	-1	1374.9640551518087
-1	1	3476.2184143066406	-1	2210.4974750289693
+1	1	1359.9530029296875	-1	1543.8854913832774
+1	1	1660.1806030273438	-1	1693.1916103633139
+1	1	3527.796082496643	-1	2385.621936509562
-1	1	4214.712012290955	-1	1295.715993648515
-1	1	2595.252884864807	-1	3436.7159158029845
-1	1	2338.978515625	-1	2302.2895195558704
+1	1	3680.7335834503174	-1	947.167917770812
+1	1	3571.9783477783203	-1	1205.2086392250585
-1	1	3490.4216928482056	-1	1135.1798389043688
+1	1	2447.463990211487	-1	1451.695874365295
-1	1	1873.2648935317993	-1	1008.8397392081097
-1	1	3230.5711059570312	-1	2392.724816326172
+1	1	4060.798192024231	-1	1564.4074144670758
-1	1	3532.6407194137573	-1	2056.628445865612
-1	1	1805.6881284713745	-1	1525.8240966835328
+1	1	4840.346694946289	-1	3337.4392614784456
+1	1	1240.4813232421875	-1	2178.73780339965
+1	1	3136.6620483398438	-1	1346.8720613737887
-1	1	4331.1122188568115	-1	1490.996444705066
+1	1	2205.3942260742188	-1	1907.4220477642484
+1	1	3763.406008720398	-1	1770.1292179850861
+1	1	5062.965594291687	-1	3353.874662348333
-1	1	7185.414861679077	-1	1300.4053029020433
-1	1	4733.8207902908325	-1	2099.454988077412
-1	1	4897.194658279419	-1	1751.284792503353
+1	1	5320.480841636658	-1	1987.4179315716037
+1	1	3479.7322902679443	-1	2709.869165124561
+1	1	4004.1686601638794	-1	1368.010157954077
-1	1	2935.7366857528687	-1	1414.115673428636
+1	1	2304.5390825271606	-1	565.1426503808543
-1	1	3210.1702575683594	-1	1244.05548394193
-1	1	5524.043427467346	-1	2124.6602641419777
-1	1	5908.752381324768	-1	2882.583888784051
+1	1	3836.9908447265625	-1	1703.4375060237953
+1	1	2176.509557723999	-1	3326.323715569526
-1	1	4845.547427177429	-1	2745.9304733864983
-1	1	3454.818055152893	-1	2285.6287576260656
+1	1	2272.299870491028	-1	1445.059631980219
+1	1	4244.795657157898	-1	1388.8371343761828
-1	1	4793.512894630432	-1	1533.1350443531992
-1	1	4297.991058349609	-1	2587.6836015146127
+1	1	2323.2346658706665	-1	1755.6939846277364
-1	1	1836.8707647323608	-1	1033.1995404073969
+1	1	4465.148134231567	-1	320.98493325722666
+1	1	3730.6465005874634	-1	1647.429676183503
-1	1	1870.9468994140625	-1	1733.7472422133505
-1	1	3158.7590074539185	-1	2145.949971331418
+1	1	4357.828983306885	-1	1034.466590174019
-1	1	1614.9846858978271	-1	1659.8254184779507
-1	1	4549.00491809845	-1	2384.477092886549
+1	1	5677.2115840911865	-1	2680.963516155275
+1	1	2857.9228372573853	-1	1975.6189182048038
+1	1	3676.4298419952393	-1	2104.1704941310027
+1	1	7476.169500350952	-1	2987.2275190001346
-1	1	3319.172861099243	-1	1696.5360403100076
-1	1	4517.270037651062	-1	3241.7901926060586
+1	1	5940.260270118713	-1	3071.017842580577
+1	1	4874.996276855469	-1	1392.6405808986328
-1	1	4130.739030838013	-1	649.36950409985
+1	1	4197.5839557647705	-1	1309.4262410403571
-1	1	2120.244005203247	-1	1790.7238178262487
+1	1	1609.0712442398071	-1	1361.5030784617447
-1	1	4933.0572509765625	-1	1240.5518996957962
-1	1	3951.6629667282104	-1	2593.7267877237955
-1	1	2247.788164138794	-1	1376.0770289897955
-1	1	3130.808080673218	-1	1659.6812642226105
-1	1	1131.5232000350952	-1	2434.1710708151277
-1	1	4462.059592247009	-1	994.1082512810826
-1	1	3671.9382219314575	-1	2586.179403749302
+1	1	3997.2466764450073	-1	3095.5344973188758
-1	1	4309.94855594635	-1	2901.075323202649
+1	1	3594.0442667007446	-1	2378.8351471026917
+1	1	5271.640323638916	-1	2300.8627503665066
+1	1	3524.807137489319	-1	2368.32871617582
+1	1	6076.611665725708	-1	2067.89929407393
-1	1	5224.64036655426	-1	981.2743053578433
+1	1	4345.315583229065	-1	3133.8766263110138
-1	1	7498.682129859924	-1	3265.4664489049574
+1	1	4952.523043632507	-1	1312.6232585912949
+1	1	5437.484149932861	-1	890.6189561808224
+1	1	3535.2645025253296	-1	1606.9999752511576
+1	1	3271.9659271240234	-1	2124.6372903684533
+1	1	6125.919526100159	-1	2446.0365395272484
